"Occur","Damage_Area","Damage_Claim","Damage_Employee","Damage_Goods","Damage_Revenue","Damage_Sites","Fire_Area","Fire_Claim","Fire_Employee","Fire_Goods","Fire_Revenue","Fire_Sites","HSS_Area","HSS_Claim","HSS_Employee","HSS_Goods","HSS_Revenue","HSS_Sites","Other_Area","Other_Claim","Other_Employee","Other_Goods","Other_Revenue","Other_Sites","Thief_Area","Thief_Claim","Thief_Employee","Thief_Goods","Thief_Revenue","Thief_Sites","TPL_Area","TPL_Claim","TPL_Employee","TPL_Goods","TPL_Revenue","TPL_Sites"
1998-12-13,"(1e+04,Inf]",280848,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",3170323,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",2662,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]","(5e+03,1e+04]",234806,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",253069,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",1376,"(0,500]","(0,1e+05]","(5e+03,Inf]","(0,10]"
1998-12-16,"(1e+04,Inf]",94332,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",681832,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(0,5e+03]",109532,"(0,500]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",49723,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(5e+03,1e+04]",87710,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(10,20]","(1e+04,Inf]",2563,"(0,500]","(2e+05,Inf]","(5e+03,Inf]","(0,10]"
1998-12-19,"(1e+04,Inf]",156705,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",303269,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",1462,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(0,5e+03]",442,"(0,500]","(0,1e+05]","(0,1e+03]","(20,Inf]","(5e+03,1e+04]",117737,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",45961,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(0,10]"
1998-12-22,"(5e+03,1e+04]",72342,"(0,500]","(1e+05,2e+05]","(1e+03,5e+03]","(0,10]","(0,5e+03]",49094,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]","(0,5e+03]",1435,"(0,500]","(1e+05,2e+05]","(0,1e+03]","(20,Inf]","(0,5e+03]",3314,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",41804,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(0,10]","(5e+03,1e+04]",3795,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1998-12-25,"(5e+03,1e+04]",9405,"(0,500]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",17733,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(0,5e+03]",6129,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]","(5e+03,1e+04]",9037,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",144873,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",1931,"(0,500]","(2e+05,Inf]","(0,1e+03]","(0,10]"
1998-12-28,"(1e+04,Inf]",379683,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",7145,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]","(0,5e+03]",2852,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(0,5e+03]",2969,"(0,500]","(1e+05,2e+05]","(0,1e+03]","(20,Inf]","(5e+03,1e+04]",183273,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]","(1e+04,Inf]",11591,"(0,500]","(0,1e+05]","(5e+03,Inf]","(0,10]"
1998-12-31,"(1e+04,Inf]",59889,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",61619,"(0,500]","(1e+05,2e+05]","(1e+03,5e+03]","(0,10]","(0,5e+03]",57828,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(5e+03,1e+04]",38552,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(0,5e+03]",64363,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(10,20]","(5e+03,1e+04]",1439,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]"
1999-01-03,"(1e+04,Inf]",239177,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",204774,"(500,1e+03]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(0,5e+03]",19817,"(0,500]","(0,1e+05]","(5e+03,Inf]","(0,10]","(5e+03,1e+04]",172680,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",25788,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",5592,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]"
1999-01-06,"(1e+04,Inf]",51329,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(10,20]","(1e+04,Inf]",347181,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",31152,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",2507,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",32724,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(10,20]","(0,5e+03]",2739,"(0,500]","(0,1e+05]","(5e+03,Inf]","(0,10]"
1999-01-09,"(1e+04,Inf]",83557,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",104513,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",3636,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]","(5e+03,1e+04]",36190,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(0,5e+03]",158325,"(0,500]","(0,1e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",974,"(500,1e+03]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]"
1999-01-12,"(1e+04,Inf]",130371,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",10779,"(0,500]","(2e+05,Inf]","(5e+03,Inf]","(0,10]","(5e+03,1e+04]",3230,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(0,5e+03]",1352,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(1e+04,Inf]",94215,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",6695,"(0,500]","(0,1e+05]","(5e+03,Inf]","(20,Inf]"
1999-01-15,"(1e+04,Inf]",88190,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",302565,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(0,5e+03]",1402,"(0,500]","(2e+05,Inf]","(0,1e+03]","(0,10]","(5e+03,1e+04]",23958,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(0,5e+03]",66734,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",5490,"(0,500]","(0,1e+05]","(5e+03,Inf]","(0,10]"
1999-01-18,"(1e+04,Inf]",312163,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",70422,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",498103,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",80130,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(5e+03,1e+04]",32425,"(0,500]","(1e+05,2e+05]","(1e+03,5e+03]","(10,20]","(1e+04,Inf]",11213,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(20,Inf]"
1999-01-21,"(1e+04,Inf]",11075,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",1013998,"(0,500]","(1e+05,2e+05]","(1e+03,5e+03]","(0,10]","(1e+04,Inf]",28971,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",49155,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(5e+03,1e+04]",75996,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",3195,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(20,Inf]"
1999-01-24,"(1e+04,Inf]",154330,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",1142850,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",128379,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",1996,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(0,10]","(0,5e+03]",7489,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",17939,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]"
1999-01-27,"(1e+04,Inf]",25117,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(10,20]","(1e+04,Inf]",21851,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",2735,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",7762,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",68204,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",5102,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
1999-01-30,"(1e+04,Inf]",165692,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",291081,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",13792,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",156,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",120926,"(0,500]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",521,"(1e+03,Inf]","(0,1e+05]","(0,1e+03]","(0,10]"
1999-02-02,"(1e+04,Inf]",82010,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",536812,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",4069,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",34136,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(5e+03,1e+04]",49509,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",4112,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]"
1999-02-05,"(1e+04,Inf]",103614,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",103741,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",11974,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(0,5e+03]",251465,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",177083,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(1e+04,Inf]",3379,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]"
1999-02-08,"(1e+04,Inf]",136826,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(1e+04,Inf]",19496,"(500,1e+03]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",17552,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",1213,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(0,5e+03]",35789,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(1e+04,Inf]",130257,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1999-02-11,"(5e+03,1e+04]",115515,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",28438,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",22064,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",40576,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",31870,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",10648,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(10,20]"
1999-02-14,"(1e+04,Inf]",53094,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",94471,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",17162,"(0,500]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",14332,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",77812,"(500,1e+03]","(1e+05,2e+05]","(1e+03,5e+03]","(0,10]","(5e+03,1e+04]",42489,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1999-02-17,"(0,5e+03]",26088,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",80851,"(1e+03,Inf]","(0,1e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",17410,"(500,1e+03]","(1e+05,2e+05]","(1e+03,5e+03]","(20,Inf]","(5e+03,1e+04]",34940,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",24849,"(500,1e+03]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(5e+03,1e+04]",55294,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1999-02-20,"(1e+04,Inf]",62516,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",85746,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(10,20]","(0,5e+03]",14319,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(1e+04,Inf]",1736,"(500,1e+03]","(0,1e+05]","(1e+03,5e+03]","(20,Inf]","(5e+03,1e+04]",44920,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(0,10]","(1e+04,Inf]",5503,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]"
1999-02-23,"(1e+04,Inf]",35206,"(500,1e+03]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(0,5e+03]",10051,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(0,10]","(0,5e+03]",3076,"(0,500]","(1e+05,2e+05]","(1e+03,5e+03]","(20,Inf]","(5e+03,1e+04]",14502,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",133416,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",6074,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
1999-02-26,"(1e+04,Inf]",58210,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",27970,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(0,5e+03]",23557,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(5e+03,1e+04]",43039,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",254484,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",9216,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
1999-03-01,"(1e+04,Inf]",512964,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",846996,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",9593,"(500,1e+03]","(1e+05,2e+05]","(5e+03,Inf]","(10,20]","(5e+03,1e+04]",72696,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",52547,"(1e+03,Inf]","(1e+05,2e+05]","(1e+03,5e+03]","(20,Inf]","(1e+04,Inf]",20118,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]"
1999-03-04,"(1e+04,Inf]",168111,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",30478,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(1e+04,Inf]",30666,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(1e+04,Inf]",33859,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(20,Inf]","(1e+04,Inf]",91143,"(500,1e+03]","(1e+05,2e+05]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",65,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1999-03-07,"(1e+04,Inf]",15416,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(1e+04,Inf]",853016,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(10,20]","(1e+04,Inf]",26065,"(0,500]","(1e+05,2e+05]","(0,1e+03]","(0,10]","(0,5e+03]",24926,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(1e+04,Inf]",9964,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",16623,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(0,10]"
1999-03-10,"(1e+04,Inf]",219200,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]","(1e+04,Inf]",9254,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(20,Inf]","(0,5e+03]",11974,"(0,500]","(1e+05,2e+05]","(1e+03,5e+03]","(20,Inf]","(5e+03,1e+04]",79653,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",121059,"(500,1e+03]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(5e+03,1e+04]",8391,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1999-03-13,"(1e+04,Inf]",131649,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",943987,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",19088,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(0,5e+03]",34897,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",36807,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(1e+04,Inf]",1601,"(500,1e+03]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1999-03-16,"(1e+04,Inf]",43089,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",4386,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]","(0,5e+03]",557,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(5e+03,1e+04]",25694,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(0,5e+03]",35666,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",2510,"(500,1e+03]","(0,1e+05]","(5e+03,Inf]","(0,10]"
1999-03-19,"(1e+04,Inf]",72098,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",26771,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(10,20]","(0,5e+03]",1192,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]","(5e+03,1e+04]",10294,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",65082,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",3195,"(0,500]","(1e+05,2e+05]","(1e+03,5e+03]","(0,10]"
1999-03-22,"(1e+04,Inf]",94850,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",27995,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(10,20]","(0,5e+03]",2370,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(0,5e+03]",20031,"(1e+03,Inf]","(0,1e+05]","(0,1e+03]","(0,10]","(1e+04,Inf]",8942,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]","(0,5e+03]",24238,"(0,500]","(2e+05,Inf]","(5e+03,Inf]","(10,20]"
1999-03-25,"(1e+04,Inf]",14388,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",304728,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",5122,"(1e+03,Inf]","(0,1e+05]","(1e+03,5e+03]","(0,10]","(5e+03,1e+04]",27868,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",164038,"(1e+03,Inf]","(1e+05,2e+05]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",4722,"(0,500]","(2e+05,Inf]","(1e+03,5e+03]","(0,10]"
1999-03-28,"(1e+04,Inf]",388776,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(10,20]","(1e+04,Inf]",104590,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",15618,"(0,500]","(2e+05,Inf]","(0,1e+03]","(0,10]","(5e+03,1e+04]",49445,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(5e+03,1e+04]",34499,"(500,1e+03]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(0,5e+03]",810,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]"
1999-03-31,"(1e+04,Inf]",113816,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",42657,"(500,1e+03]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(1e+04,Inf]",4643,"(0,500]","(2e+05,Inf]","(0,1e+03]","(0,10]","(0,5e+03]",138817,"(0,500]","(1e+05,2e+05]","(0,1e+03]","(0,10]","(1e+04,Inf]",126956,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",5046,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1999-04-03,"(1e+04,Inf]",88000,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",60798,"(1e+03,Inf]","(0,1e+05]","(5e+03,Inf]","(10,20]","(0,5e+03]",911,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(0,5e+03]",728,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",55863,"(1e+03,Inf]","(0,1e+05]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",8248,"(500,1e+03]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1999-04-06,"(1e+04,Inf]",137728,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",34733,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",6719,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(5e+03,1e+04]",39291,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",80385,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",1100,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1999-04-09,"(1e+04,Inf]",74814,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",19716,"(1e+03,Inf]","(1e+05,2e+05]","(1e+03,5e+03]","(0,10]","(1e+04,Inf]",3264,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",9634,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",38042,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",906,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]"
1999-04-12,"(1e+04,Inf]",105916,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(1e+04,Inf]",943639,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(0,5e+03]",6661,"(0,500]","(0,1e+05]","(0,1e+03]","(0,10]","(1e+04,Inf]",37562,"(0,500]","(0,1e+05]","(1e+03,5e+03]","(0,10]","(5e+03,1e+04]",27670,"(0,500]","(1e+05,2e+05]","(1e+03,5e+03]","(20,Inf]","(1e+04,Inf]",43196,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(10,20]"
1999-04-15,"(1e+04,Inf]",242917,"(1e+03,Inf]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",546374,"(500,1e+03]","(2e+05,Inf]","(5e+03,Inf]","(20,Inf]","(5e+03,1e+04]",4445506,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(5e+03,1e+04]",264114,"(0,500]","(1e+05,2e+05]","(5e+03,Inf]","(0,10]","(1e+04,Inf]",43049,"(1e+03,Inf]","(2e+05,Inf]","(1e+03,5e+03]","(20,Inf]","(1e+04,Inf]",742,"(1e+03,Inf]","(0,1e+05]","(5e+03,Inf]","(20,Inf]"
